name,address,rating,reviews_count,price_range,lat,lon,district,village,regency,type,phone,website,opening_hours,search_query,scraped_at,coordinate_source,precision_score
Pour Over Coffee Indonesia,,0.0,0,Rp 1–50.000,-7.8345972,110.3240474,Bantul,,Bantul,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe hits bantul,2025-08-28T14:41:59.679809,extract_from_url,0.9
Kebon Ndalem Coffee & Eatery,Restoran ·  · Jl. Pangeran Diponegoro No.2,0.0,0,Rp 25–75 rb,-7.7826892,110.366864,Yogyakarta,,Yogyakarta,Coffee Shop,,,Buka ⋅ Tutup pukul 00.00,cafe hits keraton yogyakarta,2025-08-28T14:42:33.034042,extract_from_url,0.9
ANDORRA,"Kafe ·  · PYRENEES Yogyakarta, Jl. Sosrowijayan No.1 lantai 1",0.0,0,Rp 25–50 rb,-7.791829,110.365605,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 22.00,cafe hits malioboro,2025-08-28T14:43:29.674725,extract_from_url,0.9
Epic Coffee & Epilog Furniture,Kedai Kopi ·  · Jl. Palagan Tentara Pelajar No.29,0.0,0,$$$,-7.7340243,110.3776673,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.00,cafe hits sleman,2025-08-28T14:43:50.569322,extract_from_url,0.9
Filosofi Kopi Jogja,Kedai Kopi ·  · Jl. Pandhawa No.001/17,0.0,0,Rp 25–50 rb,-7.7275923,110.3770166,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 22.30,cafe hits sleman,2025-08-28T14:43:50.596703,extract_from_url,0.9
RUMINATE Coffee & Roastery,Kedai Kopi · Jl. Lempongsari No.111,0.0,0,Rp 25–50 rb,-7.7506553,110.3734845,Sleman,,Sleman,Roastery,,,Buka ⋅ Tutup pukul 00.00,cafe hits sleman,2025-08-28T14:43:50.670957,extract_from_url,0.9
Carney Co,Kafe · Jl. Garuni II,0.0,0,Rp 25–50 rb,-7.7754467,110.4099001,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 01.00,cafe hits sleman,2025-08-28T14:43:50.672848,extract_from_url,0.9
Estuary Café,"Kedai Kopi ·  · Gang Code 3, Karangjati Wetan, No.170 C, Monjali St, RT.06/RW.45",0.0,0,Rp 25–50 rb,-7.7634358,110.3698101,Sleman,,Sleman,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe hits sleman,2025-08-28T14:43:50.774040,extract_from_url,0.9
NOX Coffee Boutique,"Kedai Kopi ·  · Natasha Skin Clinic Jalan Kaliurang, KM.5 No, Jl. Kaliurang KM.5 No.53 2nd floor",0.0,0,Rp 25–50 rb,-7.7579066,110.3816834,Sleman,,Sleman,Coffee Shop,,,Buka ⋅ Tutup pukul 23.30,cafe hits sleman,2025-08-28T14:43:50.910550,extract_from_url,0.9
Jog.Ya! By Kepomo,Kafe · Jl. Siliran Lor,0.0,0,Rp 25–50 rb,-7.81342,110.3661041,Yogyakarta,,Yogyakarta,Modern,,,Buka ⋅ Tutup pukul 23.00,cafe instagrammable keraton yogyakarta,2025-08-28T14:45:10.200538,extract_from_url,0.9
Tumbas Mimik Milkshake and Coffee(ꦠꦸꦩ꧀ꦧꦱ꧀ꦩꦶꦩꦶꦏ꧀),,0.0,0,$,-7.7931698,110.3675152,Yogyakarta,,Yogyakarta,Coffee Shop,,,Tutup ⋅ Buka pukul 17.00,cafe instagrammable malioboro,2025-08-28T14:46:07.795656,extract_from_url,0.9
Exit Roofbar,"Kafe · Grage Ramayana Hotel, Jl. Sosrowijayan No.33 Lt. 5",0.0,0,,-7.7923073,110.3639489,Yogyakarta,,Yogyakarta,Modern,,,Tutup ⋅ Buka pukul 17.00,cafe instagrammable malioboro,2025-08-28T14:46:08.260504,extract_from_url,0.9
